data_year,ori,pub_agency_name,pub_agency_unit,state_abbr,division_name,region_name,county_name,agency_type_name,population_group_desc,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
2018,TX0151200,Shavano Park,,TX,West South Central,South,BEXAR,City,"Cities from 2,500 thru 9,999",3913,17,0,17,2,1,3,19,1,20,5.11
2018,TX015319E,Trinity University,,TX,West South Central,South,BEXAR,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0180200,Valley Mills,,TX,West South Central,South,MCLENNAN; BOSQUE,City,"Cities under 2,500",1187,,,,,,,,,,
2018,TX0201900,Brookside Village,,TX,West South Central,South,BRAZORIA,City,"Cities under 2,500",1596,,,,,,,,,,
2018,TX0310500,Los Fresnos,,TX,West South Central,South,CAMERON,City,"Cities from 2,500 thru 9,999",7947,,,,,,,,,,
2018,TX0490100,Gainesville,,TX,West South Central,South,COOKE,City,"Cities from 10,000 thru 24,999",16478,39,3,42,1,11,12,40,14,54,3.28
2018,TX0710500,El Paso County Constable's Office,,TX,West South Central,South,EL PASO,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0970000,Hamilton,,TX,West South Central,South,HAMILTON,County,"Non-MSA counties under 10,000",4012,,,,,,,,,,
2018,TX1015900,Lone Star College System District ,,TX,West South Central,South,HARRIS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1016700,Independent School District:,Katy,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1100200,Ropesville,,TX,West South Central,South,HOCKLEY,City,"Cities under 2,500",427,,,,,,,,,,
2018,TX1161400,Quinlan,,TX,West South Central,South,HUNT,City,"Cities under 2,500",1498,,,,,,,,,,
2018,TX1250200,Premont,,TX,West South Central,South,JIM WELLS,City,"Cities from 2,500 thru 9,999",2560,,,,,,,,,,
2018,TX1400200,Earth,,TX,West South Central,South,LAMB,City,"Cities under 2,500",987,,,,,,,,,,
2018,TX1400400,Olton,,TX,West South Central,South,LAMB,City,"Cities under 2,500",2097,,,,,,,,,,
2018,TX1490100,Three Rivers,,TX,West South Central,South,LIVE OAK,City,"Cities under 2,500",1957,11,0,11,0,1,1,11,1,12,6.13
2018,TX1600000,Mason,,TX,West South Central,South,MASON,County,"Non-MSA counties under 10,000",4242,,,,,,,,,,
2018,TX1790100,Perryton,,TX,West South Central,South,OCHILTREE,City,"Cities from 2,500 thru 9,999",8675,11,1,12,2,7,9,13,8,21,2.42
2018,TX2030100,San Augustine,,TX,West South Central,South,SAN AUGUSTINE,City,"Cities under 2,500",1856,6,0,6,1,1,2,7,1,8,4.31
2018,TX2460200,Georgetown,,TX,West South Central,South,WILLIAMSON,City,"Cities from 50,000 thru 99,999",74709,71,13,84,13,32,45,84,45,129,1.73
2018,TX2462800,Independent School District:,Hutto,TX,West South Central,South,N/A,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2490100,Bridgeport,,TX,West South Central,South,WISE,City,"Cities from 2,500 thru 9,999",6691,13,1,14,1,6,7,14,7,21,3.14
2018,TXDI00800,Lyndon B Johnson Nhs,,TX,West South Central,South,N/A,Unknown,"Cities under 2,500",0,,,,,,,,,,
2018,TX0160000,Blanco,,TX,West South Central,South,BLANCO,County,"Non-MSA counties under 10,000",7586,13,8,21,1,9,10,14,17,31,4.09
2018,TX0280200,Luling,,TX,West South Central,South,GUADALUPE; CALDWELL,City,"Cities from 2,500 thru 9,999",5979,,,,,,,,,,
2018,TX0575100,Baylor Health Care System,,TX,West South Central,South,DALLAS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0790200,Richmond,,TX,West South Central,South,FORT BEND,City,"Cities from 10,000 thru 24,999",12130,26,2,28,7,9,16,33,11,44,3.63
2018,TX0840000,Galveston,,TX,West South Central,South,GALVESTON,County,"MSA counties from 25,000 thru 99,999",41507,,,,,,,,,,
2018,TX0900000,Gray,,TX,West South Central,South,GRAY,County,"Non-MSA counties under 10,000",4922,,,,,,,,,,
2018,TX0911800,Grayson College,,TX,West South Central,South,GRAYSON,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1000900,Lumberton,,TX,West South Central,South,HARDIN,City,"Cities from 10,000 thru 24,999",12948,,,,,,,,,,
2018,TX1013200,University of Houston:,Central Campus,TX,West South Central,South,HARRIS,University or College,"Cities under 2,500",0,44,55,99,17,60,77,61,115,176,
2018,TX1014200,University of Houston:,Downtown Campus,TX,West South Central,South,HARRIS,University or College,"Cities under 2,500",0,20,14,34,5,9,14,25,23,48,
2018,TX1081100,Pharr,,TX,West South Central,South,HIDALGO,City,"Cities from 50,000 thru 99,999",80814,119,18,137,6,18,24,125,36,161,1.99
2018,TX1081400,Weslaco,,TX,West South Central,South,HIDALGO,City,"Cities from 25,000 thru 49,999",40856,,,,,,,,,,
2018,TX1082300,Alton,,TX,West South Central,South,HIDALGO,City,"Cities from 10,000 thru 24,999",17805,,,,,,,,,,
2018,TX1090300,Itasca,,TX,West South Central,South,HILL,City,"Cities under 2,500",1692,5,0,5,1,0,1,6,0,6,3.55
2018,TX1190100,Jacksboro,,TX,West South Central,South,JACK,City,"Cities from 2,500 thru 9,999",4338,,,,,,,,,,
2018,TX1280100,Karnes City,,TX,West South Central,South,KARNES,City,"Cities from 2,500 thru 9,999",3333,,,,,,,,,,
2018,TX1391000,"Reno, Lamar County",,TX,West South Central,South,LAMAR,City,"Cities from 2,500 thru 9,999",3318,5,0,5,0,1,1,5,1,6,1.81
2018,TX1610000,Matagorda,,TX,West South Central,South,MATAGORDA,County,"Non-MSA counties from 10,000 thru 24,999",14605,33,14,47,5,21,26,38,35,73,5.00
2018,TX1630100,Castroville,,TX,West South Central,South,MEDINA,City,"Cities from 2,500 thru 9,999",3064,9,0,9,1,1,2,10,1,11,3.59
2018,TX2121000,University of Texas:,"Health Science Center, Tyler",TX,West South Central,South,SMITH,University or College,"Cities under 2,500",0,7,12,19,0,5,5,7,17,24,
2018,TX2200200,Azle,,TX,West South Central,South,PARKER; TARRANT,City,"Cities from 10,000 thru 24,999",12741,22,1,23,4,8,12,26,9,35,2.75
2018,TX2202500,Sansom Park Village,,TX,West South Central,South,TARRANT,City,"Cities from 2,500 thru 9,999",6034,,,,,,,,,,
2018,TX2272300,Mustang Ridge,,TX,West South Central,South,CALDWELL; TRAVIS,City,"Cities under 2,500",990,,,,,,,,,,
2018,TX2340100,Canton,,TX,West South Central,South,VAN ZANDT,City,"Cities from 2,500 thru 9,999",3924,,,,,,,,,,
2018,TX2400500,Laredo Community College,,TX,West South Central,South,WEBB,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX2460900,Cedar Park,,TX,West South Central,South,TRAVIS; WILLIAMSON,City,"Cities from 50,000 thru 99,999",79087,80,8,88,11,27,38,91,35,126,1.59
2018,TX2520200,Olney,,TX,West South Central,South,YOUNG,City,"Cities from 2,500 thru 9,999",3078,4,0,4,0,1,1,4,1,5,1.62
2018,TX2520200,Olney,,TX,West South Central,South,YOUNG,City,"Cities from 2,500 thru 9,999",3078,4,0,4,0,1,1,4,1,5,1.62
2018,TXUSC1100,U.S. Customs Service,,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX015349E,St. Mary's University,,TX,West South Central,South,BEXAR,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0430300,Farmersville,,TX,West South Central,South,COLLIN,City,"Cities from 2,500 thru 9,999",3489,7,0,7,2,2,4,9,2,11,3.15
2018,TX0970100,Hamilton,,TX,West South Central,South,HAMILTON,City,"Cities from 2,500 thru 9,999",2994,8,0,8,0,1,1,8,1,9,3.01
2018,TX1291500,Independent School District:,Kaufman,TX,West South Central,South,KAUFMAN,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1300000,Kendall,,TX,West South Central,South,KENDALL,County,"MSA counties from 25,000 thru 99,999",26357,43,24,67,6,21,27,49,45,94,3.57
2018,TX1460700,Ames,,TX,West South Central,South,LIBERTY,City,"Cities under 2,500",1132,,,,,,,,,,
2018,TX1500000,Llano,,TX,West South Central,South,LLANO,County,"Non-MSA counties from 10,000 thru 24,999",14015,23,5,28,2,20,22,25,25,50,3.57
2018,TX1610900,Independent School District:,Bay City,TX,West South Central,South,MATAGORDA,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1990200,Royse City,,TX,West South Central,South,HUNT; COLLIN; ROCKWALL,City,"Cities from 10,000 thru 24,999",13104,18,1,19,3,2,5,21,3,24,1.83
2018,TX2320100,Uvalde,,TX,West South Central,South,UVALDE,City,"Cities from 10,000 thru 24,999",16375,,,,,,,,,,
2018,TX2400000,Webb,,TX,West South Central,South,WEBB,County,"MSA counties under 10,000",8569,,,,,,,,,,
2018,TX2451000,Port Mansfield,,TX,West South Central,South,WILLACY,City,"Cities under 2,500",236,,,,,,,,,,
2018,TX0020000,Andrews,,TX,West South Central,South,ANDREWS,County,"Non-MSA counties under 10,000",4285,10,9,19,3,17,20,13,26,39,9.10
2018,TX0100000,Bandera,,TX,West South Central,South,BANDERA,County,"MSA counties from 10,000 thru 24,999",22557,30,17,47,3,19,22,33,36,69,3.06
2018,TX0141600,Little River-Academy Police Department,,TX,West South Central,South,BELL,City,"Cities under 2,500",0,,,,,,,,,,
2018,TX0153200,San Antonio Independent School District Police Department,,TX,West South Central,South,BEXAR,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0204000,Independent School District:,Brazosport,TX,West South Central,South,BRAZORIA,Other,"Cities under 2,500",0,15,0,15,6,1,7,21,1,22,
2018,TX0430100,Allen,,TX,West South Central,South,COLLIN,City,"Cities from 100,000 thru 249,999",103168,125,15,140,9,41,50,134,56,190,1.84
2018,TX0520100,Crane,,TX,West South Central,South,CRANE,City,"Cities from 2,500 thru 9,999",3692,8,1,9,1,5,6,9,6,15,4.06
2018,TX0572000,Richardson,,TX,West South Central,South,COLLIN; DALLAS,City,"Cities from 100,000 thru 249,999",119480,144,25,169,15,69,84,159,94,253,2.12
2018,TX0573300,Rowlett,,TX,West South Central,South,ROCKWALL; DALLAS,City,"Cities from 50,000 thru 99,999",63863,74,12,86,7,15,22,81,27,108,1.69
2018,TX0770100,Floydada,,TX,West South Central,South,FLOYD,City,"Cities from 2,500 thru 9,999",2717,6,0,6,0,0,0,6,0,6,2.21
2018,TX0790100,Missouri City,,TX,West South Central,South,HARRIS; FORT BEND,City,"Cities from 50,000 thru 99,999",75628,81,5,86,13,33,46,94,38,132,1.75
2018,TX0840300,Friendswood,,TX,West South Central,South,HARRIS; GALVESTON,City,"Cities from 25,000 thru 49,999",40419,49,3,52,7,15,22,56,18,74,1.83
2018,TX0940100,Marion,,TX,West South Central,South,GUADALUPE,City,"Cities under 2,500",1129,,,,,,,,,,
2018,TX1000300,Sour Lake,,TX,West South Central,South,HARDIN,City,"Cities under 2,500",1860,6,0,6,0,1,1,6,1,7,3.76
2018,TX1080500,Elsa,,TX,West South Central,South,HIDALGO,City,"Cities from 2,500 thru 9,999",7274,,,,,,,,,,
2018,TX1160300,Greenville,,TX,West South Central,South,HUNT,City,"Cities from 25,000 thru 49,999",27713,45,1,46,4,17,21,49,18,67,2.42
2018,TX1410800,Kempner,,TX,West South Central,South,LAMPASAS,City,"Cities under 2,500",1098,,,,,,,,,,
2018,TX1990000,Rockwall,,TX,West South Central,South,ROCKWALL,County,"MSA counties from 10,000 thru 24,999",12151,,,,,,,,,,
2018,TX2011100,Tatum,,TX,West South Central,South,PANOLA; RUSK,City,"Cities under 2,500",1386,5,0,5,1,0,1,6,0,6,4.33
2018,TX2140200,Rio Grande City,,TX,West South Central,South,STARR,City,"Cities from 10,000 thru 24,999",14617,24,2,26,2,7,9,26,9,35,2.39
2018,TX2202900,White Settlement,,TX,West South Central,South,TARRANT,City,"Cities from 10,000 thru 24,999",18082,,,,,,,,,,
2018,TX2470200,Poth,,TX,West South Central,South,WILSON,City,"Cities under 2,500",2273,,,,,,,,,,
2018,TX2470700,La Vernia,,TX,West South Central,South,WILSON,City,"Cities under 2,500",1464,,,,,,,,,,
2018,TXINS0300,"U.S. Border Patrol, Laredo",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0070100,Lytle,,TX,West South Central,South,BEXAR; MEDINA; ATASCOSA,City,"Cities from 2,500 thru 9,999",2992,,,,,,,,,,
2018,TX0140500,Nolanville,,TX,West South Central,South,BELL,City,"Cities from 2,500 thru 9,999",5380,9,0,9,0,0,0,9,0,9,1.67
2018,TX0141900,University of Mary Hardin-Baylor,,TX,West South Central,South,BELL,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0200500,Freeport,,TX,West South Central,South,BRAZORIA,City,"Cities from 10,000 thru 24,999",12185,26,2,28,5,13,18,31,15,46,3.78
2018,TX0450100,Columbus,,TX,West South Central,South,COLORADO,City,"Cities from 2,500 thru 9,999",3654,,,,,,,,,,
2018,TX0810300,Wortham,,TX,West South Central,South,FREESTONE,City,"Cities under 2,500",994,,,,,,,,,,
2018,TX0890400,Waelder,,TX,West South Central,South,GONZALES,City,"Cities under 2,500",1129,5,0,5,0,0,0,5,0,5,4.43
2018,TX1010600,Galena Park,,TX,West South Central,South,HARRIS,City,"Cities from 10,000 thru 24,999",11000,14,1,15,4,4,8,18,5,23,2.09
2018,TX1070600,Chandler,,TX,West South Central,South,HENDERSON,City,"Cities from 2,500 thru 9,999",3055,6,0,6,2,0,2,8,0,8,2.62
2018,TX1470000,Limestone,,TX,West South Central,South,LIMESTONE,County,"Non-MSA counties from 10,000 thru 24,999",11767,21,22,43,1,40,41,22,62,84,7.14
2018,TX1701900,Montgomery County Constable's Office,,TX,West South Central,South,MONTGOMERY,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX221119E,Abilene Christian University,,TX,West South Central,South,TAYLOR,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TXDI00900,Alibates Flint Natl Mon,,TX,West South Central,South,N/A,Unknown,"Cities under 2,500",0,,,,,,,,,,
2018,TXDPS0000,"Department of Public Safety Headquarters, Austin",,TX,West South Central,South,TRAVIS,Other State Agency,"Cities under 2,500",0,,,,,,,,,,
2018,TX0140600,Rogers,,TX,West South Central,South,BELL,City,"Cities under 2,500",1214,,,,,,,,,,
2018,TX0700200,Ferris,,TX,West South Central,South,DALLAS; ELLIS,City,"Cities from 2,500 thru 9,999",2651,10,2,12,2,3,5,12,5,17,6.41
2018,TX0770200,Lockney,,TX,West South Central,South,FLOYD,City,"Cities under 2,500",1648,,,,,,,,,,
2018,TX0841000,University of Texas:,Medical Branch,TX,West South Central,South,GALVESTON,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0910700,Whitewright,,TX,West South Central,South,FANNIN; GRAYSON,City,"Cities under 2,500",1689,,,,,,,,,,
2018,TX0911000,Howe,,TX,West South Central,South,GRAYSON,City,"Cities from 2,500 thru 9,999",3163,,,,,,,,,,
2018,TX1020200,Marshall,,TX,West South Central,South,HARRISON,City,"Cities from 10,000 thru 24,999",23146,43,5,48,5,13,18,48,18,66,2.85
2018,TX1050000,Hays,,TX,West South Central,South,HAYS,County,"MSA counties from 25,000 thru 99,999",93055,147,109,256,19,71,90,166,180,346,3.72
2018,TX1080200,Donna,,TX,West South Central,South,HIDALGO,City,"Cities from 10,000 thru 24,999",16761,32,9,41,2,5,7,34,14,48,2.86
2018,TX1130100,Crockett,,TX,West South Central,South,HOUSTON,City,"Cities from 2,500 thru 9,999",6470,13,1,14,1,3,4,14,4,18,2.78
2018,TX1450000,Leon,,TX,West South Central,South,LEON,County,"Non-MSA counties from 10,000 thru 24,999",15432,,,,,,,,,,
2018,TX1520600,Texas Tech University:,Lubbock,TX,West South Central,South,LUBBOCK,University or College,"Cities under 2,500",0,55,52,107,9,26,35,64,78,142,
2018,TX1710200,Sunray,,TX,West South Central,South,MOORE,City,"Cities under 2,500",1902,,,,,,,,,,
2018,TX1781200,Nueces County Constable's Office,,TX,West South Central,South,NUECES,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2510000,Yoakum,,TX,West South Central,South,YOAKUM,County,"Non-MSA counties under 10,000",3720,7,4,11,2,8,10,9,12,21,5.65
2018,TX0271100,Horseshoe Bay,,TX,West South Central,South,BURNET; LLANO,City,"Cities from 2,500 thru 9,999",3936,18,1,19,0,2,2,18,3,21,5.34
2018,TX0560100,Dalhart,,TX,West South Central,South,HARTLEY; DALLAM,City,"Cities from 2,500 thru 9,999",8401,,,,,,,,,,
2018,TX0571500,Irving,,TX,West South Central,South,DALLAS,City,"Cities from 100,000 thru 249,999",243940,325,43,368,29,133,162,354,176,530,2.17
2018,TX1100100,Levelland,,TX,West South Central,South,HOCKLEY,City,"Cities from 10,000 thru 24,999",13646,21,2,23,2,10,12,23,12,35,2.56
2018,TX1100100,Levelland,,TX,West South Central,South,HOCKLEY,City,"Cities from 10,000 thru 24,999",13646,21,2,23,2,10,12,23,12,35,2.56
2018,TX1190800,Fate,,TX,West South Central,South,ROCKWALL,City,"Cities from 10,000 thru 24,999",13003,15,0,15,1,1,2,16,1,17,1.31
2018,TX1210000,Jasper,,TX,West South Central,South,JASPER,County,"Non-MSA counties from 25,000 thru 99,999",25737,,,,,,,,,,
2018,TX1340000,Kimble,,TX,West South Central,South,KIMBLE,County,"Non-MSA counties under 10,000",1940,,,,,,,,,,
2018,TX1740100,Garrison,,TX,West South Central,South,NACOGDOCHES,City,"Cities under 2,500",876,,,,,,,,,,
2018,TX2120200,Lindale,,TX,West South Central,South,SMITH,City,"Cities from 2,500 thru 9,999",6268,16,2,18,1,5,6,17,7,24,3.83
2018,TX2120400,Tyler,,TX,West South Central,South,SMITH,City,"Cities from 100,000 thru 249,999",106159,,,,,,,,,,
2018,TX2260000,Tom Green,,TX,West South Central,South,TOM GREEN,County,"MSA counties from 10,000 thru 24,999",17689,69,35,104,9,52,61,78,87,165,9.33
2018,TX2290100,Woodville,,TX,West South Central,South,TYLER,City,"Cities under 2,500",2488,,,,,,,,,,
2018,TX2340500,Wills Point,,TX,West South Central,South,VAN ZANDT,City,"Cities from 2,500 thru 9,999",3639,8,0,8,2,1,3,10,1,11,3.02
2018,TX2370200,Waller,,TX,West South Central,South,HARRIS; WALLER,City,"Cities from 2,500 thru 9,999",3546,8,0,8,4,0,4,12,0,12,3.38
2018,TX2490900,Boyd,,TX,West South Central,South,WISE,City,"Cities under 2,500",1443,,,,,,,,,,
2018,TXCBPC100,"U.S. Border Patrol, Fort Hancock",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0050000,Archer,,TX,West South Central,South,ARCHER,County,"MSA counties under 10,000",5282,,,,,,,,,,
2018,TX0150900,Kirby,,TX,West South Central,South,BEXAR,City,"Cities from 2,500 thru 9,999",8807,14,1,15,1,6,7,15,7,22,2.50
2018,TX0151400,Universal City,,TX,West South Central,South,BEXAR,City,"Cities from 10,000 thru 24,999",20825,26,2,28,6,9,15,32,11,43,2.06
2018,TX0350000,Castro,,TX,West South Central,South,CASTRO,County,"Non-MSA counties under 10,000",3528,4,5,9,2,8,10,6,13,19,5.39
2018,TX0500000,Coryell,,TX,West South Central,South,CORYELL,County,"MSA counties from 25,000 thru 99,999",30139,35,30,65,3,14,17,38,44,82,2.72
2018,TX0860100,Fredericksburg,,TX,West South Central,South,GILLESPIE,City,"Cities from 10,000 thru 24,999",11490,29,1,30,1,4,5,30,5,35,3.05
2018,TX0870000,Glasscock,,TX,West South Central,South,GLASSCOCK,County,"Non-MSA counties under 10,000",1362,,,,,,,,,,
2018,TX1010200,Bellaire,,TX,West South Central,South,HARRIS,City,"Cities from 10,000 thru 24,999",19076,37,6,43,7,10,17,44,16,60,3.15
2018,TX1230300,Groves,,TX,West South Central,South,JEFFERSON,City,"Cities from 10,000 thru 24,999",15722,,,,,,,,,,
2018,TX1550000,McLennan,,TX,West South Central,South,MCLENNAN,County,"MSA counties from 25,000 thru 99,999",45925,89,2,91,11,18,29,100,20,120,2.61
2018,TX1810500,West Orange,,TX,West South Central,South,ORANGE,City,"Cities from 2,500 thru 9,999",3414,,,,,,,,,,
2018,TX1960100,Refugio,,TX,West South Central,South,REFUGIO,City,"Cities from 2,500 thru 9,999",2826,7,0,7,1,1,2,8,1,9,3.18
2018,TX2020100,Hemphill,,TX,West South Central,South,SABINE,City,"Cities under 2,500",1203,4,0,4,0,0,0,4,0,4,3.33
2018,TX2150000,Stephens,,TX,West South Central,South,STEPHENS,County,"Non-MSA counties under 10,000",3876,5,11,16,0,4,4,5,15,20,5.16
2018,TX2202200,Richland Hills,,TX,West South Central,South,TARRANT,City,"Cities from 2,500 thru 9,999",8089,,,,,,,,,,
2018,TX2210300,Merkel,,TX,West South Central,South,TAYLOR,City,"Cities from 2,500 thru 9,999",2601,,,,,,,,,,
2018,TX2480200,Wink,,TX,West South Central,South,WINKLER,City,"Cities under 2,500",1017,,,,,,,,,,
2018,TX0152100,Alamo Colleges District,,TX,West South Central,South,BEXAR,University or College,"Cities under 2,500",0,67,6,73,15,14,29,82,20,102,
2018,TX0152200,Selma,,TX,West South Central,South,COMAL; GUADALUPE; BEXAR,City,"Cities from 10,000 thru 24,999",11742,26,0,26,3,5,8,29,5,34,2.90
2018,TX0210400,Texas A&M University:,College Station,TX,West South Central,South,BRAZOS,University or College,"Cities under 2,500",0,64,47,111,8,27,35,72,74,146,
2018,TX0613500,Northeast,,TX,West South Central,South,DENTON,City,"Cities from 2,500 thru 9,999",3106,11,0,11,0,1,1,11,1,12,3.86
2018,TX0910600,Whitesboro,,TX,West South Central,South,GRAYSON,City,"Cities from 2,500 thru 9,999",4039,,,,,,,,,,
2018,TX1010400,Deer Park,,TX,West South Central,South,HARRIS,City,"Cities from 25,000 thru 49,999",34155,48,9,57,11,20,31,59,29,88,2.58
2018,TX1017800,Independent School District:,Humble,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1161200,Lone Oak,,TX,West South Central,South,HUNT,City,"Cities under 2,500",653,,,,,,,,,,
2018,TX1260000,Johnson,,TX,West South Central,South,JOHNSON,County,"MSA counties from 25,000 thru 99,999",75900,79,3,82,15,31,46,94,34,128,1.69
2018,TX1310000,Kenedy,,TX,West South Central,South,KENEDY,County,"Non-MSA counties under 10,000",416,11,1,12,0,6,6,11,7,18,43.27
2018,TX1700300,Splendora,,TX,West South Central,South,MONTGOMERY,City,"Cities under 2,500",2109,9,0,9,1,1,2,10,1,11,5.22
2018,TX2030000,San Augustine,,TX,West South Central,South,SAN AUGUSTINE,County,"Non-MSA counties under 10,000",6291,,,,,,,,,,
2018,TX2190200,Kress,,TX,West South Central,South,SWISHER,City,"Cities under 2,500",689,,,,,,,,,,
2018,TX2470100,Floresville,,TX,West South Central,South,WILSON,City,"Cities from 2,500 thru 9,999",7750,,,,,,,,,,
2018,TX2500000,Wood,,TX,West South Central,South,WOOD,County,"Non-MSA counties from 25,000 thru 99,999",34050,,,,,,,,,,
2018,TX0080700,Wallis,,TX,West South Central,South,AUSTIN,City,"Cities under 2,500",1304,,,,,,,,,,
2018,TX0141700,Troy,,TX,West South Central,South,BELL,City,"Cities under 2,500",2030,,,,,,,,,,
2018,TX0200900,Manvel,,TX,West South Central,South,BRAZORIA,City,"Cities from 10,000 thru 24,999",11097,16,0,16,2,5,7,18,5,23,2.07
2018,TX0310700,Primera,,TX,West South Central,South,CAMERON,City,"Cities from 2,500 thru 9,999",4954,,,,,,,,,,
2018,TX0430600,Plano,,TX,West South Central,South,DENTON; COLLIN,City,"Cities from 250,000 thru 499,999",289897,353,64,417,55,113,168,408,177,585,2.02
2018,TX0570200,Balch Springs,,TX,West South Central,South,DALLAS,City,"Cities from 25,000 thru 49,999",25565,,,,,,,,,,
2018,TX0840400,Galveston,,TX,West South Central,South,GALVESTON,City,"Cities from 50,000 thru 99,999",50896,128,29,157,14,29,43,142,58,200,3.93
2018,TX0890200,Nixon,,TX,West South Central,South,WILSON; GONZALES,City,"Cities from 2,500 thru 9,999",2506,5,0,5,1,0,1,6,0,6,2.39
2018,TX0940300,Seguin,,TX,West South Central,South,GUADALUPE,City,"Cities from 25,000 thru 49,999",29487,48,3,51,6,25,31,54,28,82,2.78
2018,TX1702000,Independent School District:,Conroe,TX,West South Central,South,MONTGOMERY,Other,"Cities under 2,500",0,44,10,54,17,11,28,61,21,82,
2018,TX1940000,Red River,,TX,West South Central,South,RED RIVER,County,"Non-MSA counties under 10,000",7871,8,5,13,4,14,18,12,19,31,3.94
2018,TX1940100,Clarksville,,TX,West South Central,South,RED RIVER,City,"Cities from 2,500 thru 9,999",3168,,,,,,,,,,
2018,TX1980100,Bremond,,TX,West South Central,South,ROBERTSON,City,"Cities under 2,500",956,,,,,,,,,,
2018,TX2000700,Miles,,TX,West South Central,South,RUNNELS,City,"Cities under 2,500",856,1,0,1,0,0,0,1,0,1,1.17
2018,TX2100100,Center,,TX,West South Central,South,SHELBY,City,"Cities from 2,500 thru 9,999",5324,,,,,,,,,,
2018,TX2210800,Tye,,TX,West South Central,South,TAYLOR,City,"Cities under 2,500",1300,,,,,,,,,,
2018,TX2370100,Brookshire,,TX,West South Central,South,WALLER,City,"Cities from 2,500 thru 9,999",5346,18,0,18,0,7,7,18,7,25,4.68
2018,TX2530200,Zapata County Constable's Department,,TX,West South Central,South,ZAPATA,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TXDPS0100,"Highway Patrol, Abilene",,TX,West South Central,South,TAYLOR,State Police,MSA State Police,0,,,,,,,,,,
2018,TXINS9700,"U.S. Border Patrol, Harlingen",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0540300,Ralls,,TX,West South Central,South,CROSBY,City,"Cities under 2,500",1852,2,0,2,0,0,0,2,0,2,1.08
2018,TX0570700,Coppell,,TX,West South Central,South,DENTON; DALLAS,City,"Cities from 25,000 thru 49,999",42415,59,2,61,4,6,10,63,8,71,1.67
2018,TX0600000,Delta,,TX,West South Central,South,DELTA,County,"Non-MSA counties under 10,000",5292,,,,,,,,,,
2018,TX0612500,Double Oak,,TX,West South Central,South,DENTON,City,"Cities from 2,500 thru 9,999",3108,8,0,8,0,0,0,8,0,8,2.57
2018,TX0660100,Benavides,,TX,West South Central,South,DUVAL,City,"Cities under 2,500",1275,,,,,,,,,,
2018,TX0670100,Cisco,,TX,West South Central,South,EASTLAND,City,"Cities from 2,500 thru 9,999",3789,10,0,10,1,2,3,11,2,13,3.43
2018,TX0700100,Ennis,,TX,West South Central,South,ELLIS,City,"Cities from 10,000 thru 24,999",19367,,,,,,,,,,
2018,TX0880000,Goliad,,TX,West South Central,South,GOLIAD,County,"MSA counties under 10,000",7591,,,,,,,,,,
2018,TX0912300,Tom Bean,,TX,West South Central,South,GRAYSON,City,"Cities under 2,500",1081,,,,,,,,,,
2018,TX1013700,Houston Airport Police,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1082000,Hidalgo County Constable,,TX,West South Central,South,HIDALGO,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1140000,Howard,,TX,West South Central,South,HOWARD,County,"Non-MSA counties under 10,000",8094,,,,,,,,,,
2018,TX1260200,Burleson,,TX,West South Central,South,TARRANT; JOHNSON,City,"Cities from 25,000 thru 49,999",47612,54,4,58,8,16,24,62,20,82,1.72
2018,TX1550600,Lorena,,TX,West South Central,South,MCLENNAN,City,"Cities under 2,500",1771,7,0,7,0,1,1,7,1,8,4.52
2018,TX2020000,Sabine,,TX,West South Central,South,SABINE,County,"Non-MSA counties under 10,000",8367,9,6,15,0,4,4,9,10,19,2.27
