data_year,ori,pub_agency_name,pub_agency_unit,state_abbr,division_name,region_name,county_name,agency_type_name,population_group_desc,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
2018,TX1015200,Harris County Constable's Office,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1083200,Sullivan City,,TX,West South Central,South,HIDALGO,City,"Cities from 2,500 thru 9,999",4172,10,1,11,0,5,5,10,6,16,3.84
2018,TX1160700,Caddo Mills,,TX,West South Central,South,HUNT,City,"Cities under 2,500",1596,,,,,,,,,,
2018,TX1420600,Encinal,,TX,West South Central,South,LA SALLE,City,"Cities under 2,500",591,,,,,,,,,,
2018,TX1840000,Parker,,TX,West South Central,South,PARKER,County,"MSA counties from 25,000 thru 99,999",88015,85,7,92,9,31,40,94,38,132,1.50
2018,TX2000300,Winters,,TX,West South Central,South,RUNNELS,City,"Cities under 2,500",2461,,,,,,,,,,
2018,TX2170000,Stonewall,,TX,West South Central,South,STONEWALL,County,"Non-MSA counties under 10,000",1369,,,,,,,,,,
2018,TXSPD0000,San Antonio,,TX,West South Central,South,MEDINA; BEXAR,City,"Cities 1,000,000 or over",1539328,2108,206,2314,244,433,677,2352,639,2991,1.94
2018,TX0150500,Converse,,TX,West South Central,South,BEXAR,City,"Cities from 10,000 thru 24,999",24185,41,2,43,6,9,15,47,11,58,2.40
2018,TX0201800,Brazoria,,TX,West South Central,South,BRAZORIA,City,"Cities from 2,500 thru 9,999",3109,,,,,,,,,,
2018,TX0311200,University of Texas:,Brownsville,TX,West South Central,South,CAMERON,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0312400,Independent School District:,Brownsville,TX,West South Central,South,CAMERON,Other,"Cities under 2,500",0,43,86,129,9,22,31,52,108,160,
2018,TX0960200,Estelline,,TX,West South Central,South,HALL,City,"Cities under 2,500",131,,,,,,,,,,
2018,TX1013900,University of Houston:,Clearlake,TX,West South Central,South,HARRIS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1080400,Edinburg,,TX,West South Central,South,HIDALGO,City,"Cities from 50,000 thru 99,999",92391,,,,,,,,,,
2018,TX1082400,Progreso,,TX,West South Central,South,HIDALGO,City,"Cities from 2,500 thru 9,999",5998,,,,,,,,,,
2018,TX1100400,South Plains College,,TX,West South Central,South,HOCKLEY,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1161600,Hawk Cove,,TX,West South Central,South,HUNT,City,"Cities under 2,500",541,,,,,,,,,,
2018,TX1270100,Anson,,TX,West South Central,South,JONES,City,"Cities under 2,500",2293,,,,,,,,,,
2018,TX1460100,Cleveland,,TX,West South Central,South,MONTGOMERY; LIBERTY,City,"Cities from 2,500 thru 9,999",8171,,,,,,,,,,
2018,TX1650300,Independent School District:,Midland,TX,West South Central,South,MIDLAND,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2110100,Stratford,,TX,West South Central,South,SHERMAN,City,"Cities under 2,500",2086,,,,,,,,,,
2018,TX2121300,Smith County Constable's Office,,TX,West South Central,South,SMITH,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2202400,Saginaw,,TX,West South Central,South,TARRANT,City,"Cities from 10,000 thru 24,999",23495,30,2,32,7,8,15,37,10,47,2.00
2018,TX2390100,Brenham,,TX,West South Central,South,WASHINGTON,City,"Cities from 10,000 thru 24,999",17116,,,,,,,,,,
2018,TXDIT0000,Ysleta del Sur Pueblo Tribal,,TX,West South Central,South,N/A,Tribal,"Cities under 2,500",0,11,1,12,0,1,1,11,2,13,
2018,TXUSC6000,"U.S. Customs and Border Protection, El Paso",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0160100,Blanco,,TX,West South Central,South,BLANCO,City,"Cities under 2,500",2062,8,0,8,1,1,2,9,1,10,4.85
2018,TX0310100,Brownsville,,TX,West South Central,South,CAMERON,City,"Cities from 100,000 thru 249,999",184461,173,56,229,24,46,70,197,102,299,1.62
2018,TX0310100,Brownsville,,TX,West South Central,South,CAMERON,City,"Cities from 100,000 thru 249,999",184461,173,56,229,24,46,70,197,102,299,1.62
2018,TX0310400,La Feria,,TX,West South Central,South,CAMERON,City,"Cities from 2,500 thru 9,999",7384,10,1,11,3,0,3,13,1,14,1.90
2018,TX0370000,Cherokee,,TX,West South Central,South,CHEROKEE,County,"Non-MSA counties from 25,000 thru 99,999",31516,26,14,40,4,25,29,30,39,69,2.19
2018,TX0371000,Alto,,TX,West South Central,South,CHEROKEE,City,"Cities under 2,500",1230,,,,,,,,,,
2018,TX0432600,Anna,,TX,West South Central,South,COLLIN,City,"Cities from 10,000 thru 24,999",13579,,,,,,,,,,
2018,TX0530000,Crockett,,TX,West South Central,South,CROCKETT,County,"Non-MSA counties under 10,000",3535,,,,,,,,,,
2018,TX057A000,Independent School District:,Duncanville,TX,West South Central,South,N/A,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0712800,San Elizario,,TX,West South Central,South,EL PASO,City,"Cities from 2,500 thru 9,999",9161,,,,,,,,,,
2018,TX0730100,Lott,,TX,West South Central,South,FALLS,City,"Cities under 2,500",743,,,,,,,,,,
2018,TX0740100,Bonham,,TX,West South Central,South,FANNIN,City,"Cities from 10,000 thru 24,999",10203,,,,,,,,,,
2018,TX1090100,Hillsboro,,TX,West South Central,South,HILL,City,"Cities from 2,500 thru 9,999",8422,22,4,26,5,10,15,27,14,41,4.87
2018,TX1190000,Jack,,TX,West South Central,South,JACK,County,"Non-MSA counties under 10,000",4444,12,7,19,0,10,10,12,17,29,6.53
2018,TX1680000,Mitchell,,TX,West South Central,South,MITCHELL,County,"Non-MSA counties under 10,000",4404,,,,,,,,,,
2018,TX1700700,Roman Forest,,TX,West South Central,South,MONTGOMERY,City,"Cities under 2,500",1968,,,,,,,,,,
2018,TX1700800,Patton Village,,TX,West South Central,South,MONTGOMERY,City,"Cities under 2,500",2016,,,,,,,,,,
2018,TX1740400,Stephen F. Austin State University,,TX,West South Central,South,NACOGDOCHES,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1770300,Sweetwater,,TX,West South Central,South,NOLAN,City,"Cities from 10,000 thru 24,999",10530,23,0,23,1,6,7,24,6,30,2.85
2018,TX1880600,Amarillo International Airport,,TX,West South Central,South,POTTER,Other,"Cities under 2,500",0,13,0,13,0,0,0,13,0,13,
2018,TX2110000,Sherman,,TX,West South Central,South,SHERMAN,County,"Non-MSA counties under 10,000",978,,,,,,,,,,
2018,TX2200900,Euless,,TX,West South Central,South,TARRANT,City,"Cities from 50,000 thru 99,999",55731,,,,,,,,,,
2018,TX0010300,Frankston,,TX,West South Central,South,HENDERSON; ANDERSON,City,"Cities under 2,500",1183,5,0,5,1,1,2,6,1,7,5.92
2018,TX0110800,Independent School District:,Bastrop,TX,West South Central,South,BASTROP,Other,"Cities under 2,500",0,5,5,10,1,3,4,6,8,14,
2018,TX0201400,West Columbia,,TX,West South Central,South,BRAZORIA,City,"Cities from 2,500 thru 9,999",3899,6,1,7,5,5,10,11,6,17,4.36
2018,TX0570100,Addison,,TX,West South Central,South,DALLAS,City,"Cities from 10,000 thru 24,999",15839,58,2,60,4,9,13,62,11,73,4.61
2018,TX0573500,North Lake College,,TX,West South Central,South,DALLAS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0613000,Marshall Creek,,TX,West South Central,South,DENTON,City,"Cities under 2,500",0,,,,,,,,,,
2018,TX0620100,Cuero,,TX,West South Central,South,DEWITT,City,"Cities from 2,500 thru 9,999",8300,13,0,13,2,1,3,15,1,16,1.93
2018,TX0750300,Schulenburg,,TX,West South Central,South,FAYETTE,City,"Cities from 2,500 thru 9,999",2915,7,0,7,0,1,1,7,1,8,2.74
2018,TX0912100,Tioga,,TX,West South Central,South,GRAYSON,City,"Cities under 2,500",1009,4,0,4,0,0,0,4,0,4,3.96
2018,TX1000200,Silsbee,,TX,West South Central,South,HARDIN,City,"Cities from 2,500 thru 9,999",6734,,,,,,,,,,
2018,TX1017100,Independent School District:,Spring,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1020000,Harrison,,TX,West South Central,South,HARRISON,County,"MSA counties from 25,000 thru 99,999",37159,50,32,82,6,23,29,56,55,111,2.99
2018,TX1070500,Seven Points,,TX,West South Central,South,KAUFMAN; HENDERSON,City,"Cities under 2,500",1504,,,,,,,,,,
2018,TX1522700,Independent School District:,Idalou,TX,West South Central,South,LUBBOCK,Other,"Cities under 2,500",0,1,0,1,0,0,0,1,0,1,
2018,TX1660000,Milam,,TX,West South Central,South,MILAM,County,"Non-MSA counties from 10,000 thru 24,999",12551,,,,,,,,,,
2018,TX1660300,Thorndale,,TX,West South Central,South,WILLIAMSON; MILAM,City,"Cities under 2,500",1302,3,0,3,0,0,0,3,0,3,2.30
2018,TX1810000,Orange,,TX,West South Central,South,ORANGE,County,"MSA counties from 25,000 thru 99,999",41007,,,,,,,,,,
2018,TX1970000,Roberts,,TX,West South Central,South,ROBERTS,County,"Non-MSA counties under 10,000",937,,,,,,,,,,
2018,TX2010300,Overton,,TX,West South Central,South,SMITH; RUSK,City,"Cities under 2,500",2490,,,,,,,,,,
2018,TX2120100,Arp,,TX,West South Central,South,SMITH,City,"Cities under 2,500",1009,2,0,2,2,0,2,4,0,4,3.96
2018,TX2203700,Texas Christian University,,TX,West South Central,South,TARRANT,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX2340000,Van Zandt,,TX,West South Central,South,VAN ZANDT,County,"Non-MSA counties from 25,000 thru 99,999",40491,29,9,38,8,25,33,37,34,71,1.75
2018,TX2371000,Independent School District:,Hempstead,TX,West South Central,South,WALLER,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2450900,Independent School District:,Raymondville,TX,West South Central,South,WILLACY,Other,"Cities under 2,500",0,5,0,5,1,1,2,6,1,7,
2018,TX2520100,Graham,,TX,West South Central,South,YOUNG,City,"Cities from 2,500 thru 9,999",8656,18,0,18,4,2,6,22,2,24,2.77
2018,TXDPS5300,"Department of Public Safety, Waco",,TX,West South Central,South,MCLENNAN,Other State Agency,"Cities under 2,500",0,,,,,,,,,,
2018,TX0151700,University of Texas:,"Health Science Center, San Antonio",TX,West South Central,South,BEXAR,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0340100,Atlanta,,TX,West South Central,South,CASS,City,"Cities from 2,500 thru 9,999",5462,,,,,,,,,,
2018,TX0440000,Collingsworth,,TX,West South Central,South,COLLINGSWORTH,County,"Non-MSA counties under 10,000",2970,5,2,7,0,4,4,5,6,11,3.70
2018,TX0574500,Brookhaven College,,TX,West South Central,South,DALLAS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0640100,Carrizo Springs,,TX,West South Central,South,DIMMIT,City,"Cities from 2,500 thru 9,999",5565,,,,,,,,,,
2018,TX0720100,Dublin,,TX,West South Central,South,ERATH,City,"Cities from 2,500 thru 9,999",3604,8,0,8,1,3,4,9,3,12,3.33
2018,TX0790500,Sugar Land,,TX,West South Central,South,FORT BEND,City,"Cities from 50,000 thru 99,999",89919,148,3,151,17,20,37,165,23,188,2.09
2018,TX0842100,Santa Fe,,TX,West South Central,South,GALVESTON,City,"Cities from 10,000 thru 24,999",13600,,,,,,,,,,
2018,TX1015800,Texas Medical Center,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1017300,Independent School District:,Aldine,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1160600,Texas A&M University:,Commerce,TX,West South Central,South,HUNT,University or College,"Cities under 2,500",0,20,1,21,0,6,6,20,7,27,
2018,TX1550800,Mart,,TX,West South Central,South,LIMESTONE; MCLENNAN,City,"Cities under 2,500",1916,,,,,,,,,,
2018,TX1770200,Roscoe,,TX,West South Central,South,NOLAN,City,"Cities under 2,500",1287,,,,,,,,,,
2018,TX1830000,Panola,,TX,West South Central,South,PANOLA,County,"Non-MSA counties from 10,000 thru 24,999",16291,,,,,,,,,,
2018,TX1980000,Robertson,,TX,West South Central,South,ROBERTSON,County,"MSA counties from 10,000 thru 24,999",10609,11,6,17,3,12,15,14,18,32,3.02
2018,TX2130000,Somervell,,TX,West South Central,South,SOMERVELL,County,"Non-MSA counties under 10,000",8871,24,7,31,0,14,14,24,21,45,5.07
2018,TX2200700,Dalworthington Gardens,,TX,West South Central,South,TARRANT,City,"Cities under 2,500",2405,10,1,11,0,4,4,10,5,15,6.24
2018,TX2202000,Mansfield,,TX,West South Central,South,ELLIS; JOHNSON; TARRANT,City,"Cities from 50,000 thru 99,999",70851,91,39,130,8,62,70,99,101,200,2.82
2018,TX2271900,Sunset Valley,,TX,West South Central,South,TRAVIS,City,"Cities under 2,500",693,10,0,10,3,1,4,13,1,14,20.20
2018,TX2460100,Florence,,TX,West South Central,South,WILLIAMSON,City,"Cities under 2,500",1280,2,0,2,0,0,0,2,0,2,1.56
2018,TXDPS4600,"Department of Public Safety Headquarters, Austin",,TX,West South Central,South,TRAVIS,Other State Agency,"Cities under 2,500",0,,,,,,,,,,
2018,TX0031100,Zavalla,,TX,West South Central,South,ANGELINA,City,"Cities under 2,500",720,,,,,,,,,,
2018,TX0150300,Castle Hills,,TX,West South Central,South,BEXAR,City,"Cities from 2,500 thru 9,999",4508,22,3,25,0,3,3,22,6,28,6.21
2018,TX0180800,Meridian,,TX,West South Central,South,BOSQUE,City,"Cities under 2,500",1478,,,,,,,,,,
2018,TX0260000,Burleson,,TX,West South Central,South,BURLESON,County,"MSA counties from 10,000 thru 24,999",12268,18,7,25,2,12,14,20,19,39,3.18
2018,TX0360000,Chambers,,TX,West South Central,South,CHAMBERS,County,"MSA counties from 25,000 thru 99,999",31682,,,,,,,,,,
2018,TX0611000,Texas Woman's University,,TX,West South Central,South,DENTON,University or College,"Cities under 2,500",0,13,8,21,6,14,20,19,22,41,
2018,TX0690000,Edwards,,TX,West South Central,South,EDWARDS,County,"Non-MSA counties under 10,000",1942,,,,,,,,,,
2018,TX0701500,Ellis County Constable's Office,,TX,West South Central,South,ELLIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0750100,La Grange,,TX,West South Central,South,FAYETTE,City,"Cities from 2,500 thru 9,999",4686,10,0,10,0,0,0,10,0,10,2.13
2018,TX0820100,Pearsall,,TX,West South Central,South,FRIO,City,"Cities from 10,000 thru 24,999",10525,13,0,13,2,2,4,15,2,17,1.62
2018,TX0980200,Spearman,,TX,West South Central,South,HANSFORD,City,"Cities from 2,500 thru 9,999",3267,4,0,4,0,0,0,4,0,4,1.22
2018,TX0980200,Spearman,,TX,West South Central,South,HANSFORD,City,"Cities from 2,500 thru 9,999",3267,4,0,4,0,0,0,4,0,4,1.22
2018,TX1014800,Harris County Constable's Office,,TX,West South Central,South,HARRIS,Other,"MSA counties under 10,000",0,,,,,,,,,,
2018,TX1015100,Harris County Constable's Office,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1072300,Independent School District:,Athens,TX,West South Central,South,HENDERSON,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1080900,Mercedes,,TX,West South Central,South,HIDALGO,City,"Cities from 10,000 thru 24,999",16869,,,,,,,,,,
2018,TX1230100,Beaumont,,TX,West South Central,South,JEFFERSON,City,"Cities from 100,000 thru 249,999",119368,,,,,,,,,,
2018,TX1230700,Port Arthur,,TX,West South Central,South,ORANGE; JEFFERSON,City,"Cities from 50,000 thru 99,999",55643,100,8,108,21,23,44,121,31,152,2.73
2018,TX1340100,Junction,,TX,West South Central,South,KIMBLE,City,"Cities under 2,500",2431,,,,,,,,,,
2018,TX1550100,Bellmead,,TX,West South Central,South,MCLENNAN,City,"Cities from 10,000 thru 24,999",10587,,,,,,,,,,
2018,TX1570100,Madisonville,,TX,West South Central,South,MADISON,City,"Cities from 2,500 thru 9,999",4709,,,,,,,,,,
2018,TX1760000,Newton,,TX,West South Central,South,NEWTON,County,"Non-MSA counties from 10,000 thru 24,999",11469,,,,,,,,,,
2018,TX1810400,Vidor,,TX,West South Central,South,ORANGE,City,"Cities from 10,000 thru 24,999",10875,24,0,24,7,1,8,31,1,32,2.94
2018,TX1880200,Amarillo College,,TX,West South Central,South,POTTER,University or College,"Cities under 2,500",0,7,1,8,4,2,6,11,3,14,
2018,TX2000000,Runnels,,TX,West South Central,South,RUNNELS,County,"Non-MSA counties under 10,000",3246,5,8,13,1,15,16,6,23,29,8.93
2018,TX2201300,Grapevine,,TX,West South Central,South,TARRANT,City,"Cities from 50,000 thru 99,999",55130,88,16,104,8,31,39,96,47,143,2.59
2018,TX2270500,University of Texas:,Austin,TX,West South Central,South,TRAVIS,University or College,"Cities under 2,500",0,82,9,91,10,10,20,92,19,111,
2018,TX2460000,Williamson,,TX,West South Central,South,WILLIAMSON,County,"MSA counties 100,000 or over",137906,198,163,361,25,143,168,223,306,529,3.84
2018,TX2540100,Crystal City,,TX,West South Central,South,ZAVALA,City,"Cities from 2,500 thru 9,999",7279,,,,,,,,,,
2018,TXDPS6000,"Department of Public Safety, Midland",,TX,West South Central,South,MIDLAND,Other State Agency,"Cities under 2,500",0,,,,,,,,,,
2018,TX0041000,Fulton,,TX,West South Central,South,ARANSAS,City,"Cities under 2,500",1642,1,0,1,0,0,0,1,0,1,0.61
2018,TX0070000,Atascosa,,TX,West South Central,South,ATASCOSA,County,"MSA counties from 25,000 thru 99,999",28601,,,,,,,,,,
2018,TX0070300,Poteet,,TX,West South Central,South,ATASCOSA,City,"Cities from 2,500 thru 9,999",3436,10,0,10,0,1,1,10,1,11,3.20
2018,TX0070400,Jourdanton,,TX,West South Central,South,ATASCOSA,City,"Cities from 2,500 thru 9,999",4403,7,0,7,2,1,3,9,1,10,2.27
2018,TX0141100,Holland,,TX,West South Central,South,BELL,City,"Cities under 2,500",1145,,,,,,,,,,
2018,TX0200000,Brazoria,,TX,West South Central,South,BRAZORIA,County,"MSA counties 100,000 or over",120066,,,,,,,,,,
2018,TX0250200,Brownwood,,TX,West South Central,South,BROWN,City,"Cities from 10,000 thru 24,999",18772,33,7,40,5,15,20,38,22,60,3.20
2018,TX0430700,Prosper,,TX,West South Central,South,DENTON; COLLIN,City,"Cities from 10,000 thru 24,999",22570,24,0,24,2,9,11,26,9,35,1.55
2018,TX0440100,Wellington,,TX,West South Central,South,COLLINGSWORTH,City,"Cities under 2,500",2121,,,,,,,,,,
2018,TX0460100,New Braunfels,,TX,West South Central,South,GUADALUPE; COMAL,City,"Cities from 50,000 thru 99,999",82739,,,,,,,,,,
2018,TX0570800,DeSoto,,TX,West South Central,South,DALLAS,City,"Cities from 50,000 thru 99,999",54201,59,24,83,6,18,24,65,42,107,1.97
2018,TX0576800,Independent School District:,Cedar Hill,TX,West South Central,South,DALLAS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0830000,Gaines,,TX,West South Central,South,GAINES,County,"Non-MSA counties from 10,000 thru 24,999",10458,13,9,22,3,12,15,16,21,37,3.54
2018,TX0950200,Hale Center,,TX,West South Central,South,HALE,City,"Cities under 2,500",2078,,,,,,,,,,
2018,TX1012700,Katy,,TX,West South Central,South,WALLER; FORT BEND; HARRIS,City,"Cities from 10,000 thru 24,999",18965,54,5,59,4,11,15,58,16,74,3.90
2018,TX1015400,Houston Community College,,TX,West South Central,South,HARRIS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1071900,Coffee City,,TX,West South Central,South,HENDERSON,City,"Cities under 2,500",290,,,,,,,,,,
2018,TX1072200,Log Cabin,,TX,West South Central,South,HENDERSON,City,"Cities under 2,500",752,,,,,,,,,,
2018,TX1160200,Commerce,,TX,West South Central,South,HUNT,City,"Cities from 2,500 thru 9,999",9307,15,1,16,1,3,4,16,4,20,2.15
2018,TX155259E,Baylor University:,Waco,TX,West South Central,South,MCLENNAN,University or College,"Cities under 2,500",0,33,14,47,5,11,16,38,25,63,
2018,TX1690100,Bowie,,TX,West South Central,South,MONTAGUE,City,"Cities from 2,500 thru 9,999",5067,,,,,,,,,,
2018,TX1900600,Emory,,TX,West South Central,South,N/A,City,"Cities under 2,500",0,,,,,,,,,,
2018,TX1920100,Big Lake,,TX,West South Central,South,REAGAN,City,"Cities from 2,500 thru 9,999",3288,,,,,,,,,,
2018,TX2000100,Ballinger,,TX,West South Central,South,RUNNELS,City,"Cities from 2,500 thru 9,999",3640,,,,,,,,,,
2018,TX2050100,Ingleside,,TX,West South Central,South,SAN PATRICIO,City,"Cities from 10,000 thru 24,999",10453,17,1,18,3,7,10,20,8,28,2.68
2018,TX2120300,Troup,,TX,West South Central,South,CHEROKEE; SMITH,City,"Cities under 2,500",2019,,,,,,,,,,
2018,TX2120500,Whitehouse,,TX,West South Central,South,SMITH,City,"Cities from 2,500 thru 9,999",8406,,,,,,,,,,
2018,TX2180000,Sutton,,TX,West South Central,South,SUTTON,County,"Non-MSA counties under 10,000",980,,,,,,,,,,
2018,TXDPD0000,Dallas,,TX,West South Central,South,ROCKWALL; DENTON; COLLIN; DALLAS,City,"Cities 1,000,000 or over",1362465,2440,131,2571,567,443,1010,3007,574,3581,2.63
2018,TX0030400,Lufkin,,TX,West South Central,South,ANGELINA,City,"Cities from 25,000 thru 49,999",35937,73,2,75,2,20,22,75,22,97,2.70
2018,TX0140200,Belton,,TX,West South Central,South,BELL,City,"Cities from 10,000 thru 24,999",22248,33,4,37,3,7,10,36,11,47,2.11
2018,TX0141300,"Bell County Constable's Office, Temple",,TX,West South Central,South,BELL,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0151100,Olmos Park,,TX,West South Central,South,BEXAR,City,"Cities under 2,500",2434,12,0,12,0,1,1,12,1,13,5.34
2018,TX0290100,Point Comfort,,TX,West South Central,South,CALHOUN,City,"Cities under 2,500",700,,,,,,,,,,
2018,TX0430500,McKinney,,TX,West South Central,South,COLLIN,City,"Cities from 100,000 thru 249,999",189555,185,10,195,27,51,78,212,61,273,1.44
2018,TX0470200,De Leon,,TX,West South Central,South,COMANCHE,City,"Cities under 2,500",2169,2,0,2,1,0,1,3,0,3,1.38
2018,TX0570600,Cockrell Hill,,TX,West South Central,South,DALLAS,City,"Cities from 2,500 thru 9,999",4259,,,,,,,,,,
2018,TX0600100,Cooper,,TX,West South Central,South,DELTA,City,"Cities under 2,500",1968,,,,,,,,,,
2018,TX0613200,Ponder,,TX,West South Central,South,DENTON,City,"Cities under 2,500",2049,4,0,4,1,1,2,5,1,6,2.93
2018,TX0711800,El Paso Community College,,TX,West South Central,South,N/A,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1000000,Hardin,,TX,West South Central,South,HARDIN,County,"MSA counties from 25,000 thru 99,999",33669,33,17,50,1,21,22,34,38,72,2.14
2018,TX1012600,West University Place,,TX,West South Central,South,HARRIS,City,"Cities from 10,000 thru 24,999",15759,,,,,,,,,,
2018,TX1400700,UNITED I S D,,TX,West South Central,South,N/A,Unknown,"Cities under 2,500",0,,,,,,,,,,
2018,TX1520100,Idalou,,TX,West South Central,South,LUBBOCK,City,"Cities under 2,500",2311,,,,,,,,,,
2018,TX1551700,Riesel,,TX,West South Central,South,MCLENNAN,City,"Cities under 2,500",1026,3,0,3,0,0,0,3,0,3,2.92
2018,TX1590100,Stanton,,TX,West South Central,South,MARTIN,City,"Cities from 2,500 thru 9,999",3016,,,,,,,,,,
2018,TX1701600,Oak Ridge North,,TX,West South Central,South,MONTGOMERY,City,"Cities from 2,500 thru 9,999",3143,,,,,,,,,,
2018,TX1701700,Montgomery,,TX,West South Central,South,MONTGOMERY,City,"Cities under 2,500",1034,8,0,8,0,0,0,8,0,8,7.74
2018,TX1720100,Daingerfield,,TX,West South Central,South,MORRIS,City,"Cities under 2,500",2394,3,0,3,2,1,3,5,1,6,2.51
2018,TX1890600,Presidio,,TX,West South Central,South,PRESIDIO,City,"Cities from 2,500 thru 9,999",4050,,,,,,,,,,
2018,TX2204600,Tarrant County Constable's Office,,TX,West South Central,South,TARRANT,Other,"MSA counties under 10,000",0,,,,,,,,,,
2018,TX2300200,Gilmer,,TX,West South Central,South,UPSHUR,City,"Cities from 2,500 thru 9,999",5226,12,0,12,1,5,6,13,5,18,3.44
2018,TX2340400,Van,,TX,West South Central,South,VAN ZANDT,City,"Cities from 2,500 thru 9,999",2742,8,0,8,1,0,1,9,0,9,3.28
2018,TX2360000,Walker,,TX,West South Central,South,WALKER,County,"Non-MSA counties from 25,000 thru 99,999",30980,36,20,56,2,19,21,38,39,77,2.49
2018,TX2440100,Vernon,,TX,West South Central,South,WILBARGER,City,"Cities from 10,000 thru 24,999",10259,,,,,,,,,,
2018,TX0020100,Andrews,,TX,West South Central,South,ANDREWS,City,"Cities from 10,000 thru 24,999",13845,,,,,,,,,,
2018,TX0040200,Rockport,,TX,West South Central,South,ARANSAS,City,"Cities from 10,000 thru 24,999",10734,21,0,21,5,3,8,26,3,29,2.70
2018,TX0080200,Sealy,,TX,West South Central,South,AUSTIN,City,"Cities from 2,500 thru 9,999",6544,19,1,20,1,2,3,20,3,23,3.51
2018,TX0080200,Sealy,,TX,West South Central,South,AUSTIN,City,"Cities from 2,500 thru 9,999",6544,19,1,20,1,2,3,20,3,23,3.51
2018,TX0140300,Harker Heights,,TX,West South Central,South,BELL,City,"Cities from 25,000 thru 49,999",31710,36,1,37,9,9,18,45,10,55,1.73
2018,TX0190400,New Boston,,TX,West South Central,South,BOWIE,City,"Cities from 2,500 thru 9,999",4642,13,2,15,1,3,4,14,5,19,4.09
2018,TX0240000,Brooks,,TX,West South Central,South,BROOKS,County,"Non-MSA counties under 10,000",2298,20,1,21,13,3,16,33,4,37,16.10
2018,TX0371200,Cuney,,TX,West South Central,South,CHEROKEE,City,"Cities under 2,500",140,2,0,2,0,1,1,2,1,3,21.43
2018,TX0432700,Josephine,,TX,West South Central,South,COLLIN,City,"Cities under 2,500",1701,2,0,2,0,0,0,2,0,2,1.18
2018,TX0500200,Gatesville,,TX,West South Central,South,CORYELL,City,"Cities from 10,000 thru 24,999",12377,13,1,14,3,9,12,16,10,26,2.10
2018,TX0700500,Midlothian,,TX,West South Central,South,ELLIS,City,"Cities from 25,000 thru 49,999",26346,49,4,53,4,20,24,53,24,77,2.92
2018,TX0750800,Flatonia,,TX,West South Central,South,FAYETTE,City,"Cities under 2,500",1449,7,0,7,1,0,1,8,0,8,5.52
2018,TX0910100,Collinsville,,TX,West South Central,South,GRAYSON,City,"Cities under 2,500",1816,3,0,3,0,0,0,3,0,3,1.65
2018,TX1012000,Southside Place,,TX,West South Central,South,HARRIS,City,"Cities under 2,500",1874,,,,,,,,,,
2018,TX137090X,South Texas Specialized Crimes and Narcotics Task Force,,TX,West South Central,South,KLEBERG,Other,"Non-MSA counties under 10,000",0,,,,,,,,,,
2018,TX1500500,Sunrise Beach Village,,TX,West South Central,South,LLANO,City,"Cities under 2,500",789,,,,,,,,,,
2018,TX1550500,Lacy-Lakeview,,TX,West South Central,South,MCLENNAN,City,"Cities from 2,500 thru 9,999",6630,15,3,18,4,6,10,19,9,28,4.22
2018,TX1630300,Hondo,,TX,West South Central,South,MEDINA,City,"Cities from 2,500 thru 9,999",9375,,,,,,,,,,
2018,TX2320000,Uvalde,,TX,West South Central,South,UVALDE,County,"Non-MSA counties under 10,000",9085,25,31,56,2,22,24,27,53,80,8.81
2018,TX2401000,Rio Bravo,,TX,West South Central,South,WEBB,City,"Cities from 2,500 thru 9,999",4755,,,,,,,,,,
2018,TXCBP6800,"U.S. Border Patrol, Edinburg",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
